image_link,description,subcategory_title,category_title,english_description,english_subcategory,image_filename
https://kamondb.com/wp/wp-content/uploads/2019/09/2-2.gif,丸に麻の葉,麻｜あさ,plant,Hemp leaves in a circle,hemp_asa,plant_hemp_asa_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/3-1.gif,陰麻の葉,麻｜あさ,plant,Yinma leaves,hemp_asa,plant_hemp_asa_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/4-1.gif,三つ割り麻の葉,麻｜あさ,plant,three-split hemp leaf,hemp_asa,plant_hemp_asa_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/5-1.gif,外三つ割り麻の葉,麻｜あさ,plant,hemp leaf split into three outer parts,hemp_asa,plant_hemp_asa_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon001.jpg,麻の葉車,麻｜あさ,plant,hemp leaf car,hemp_asa,plant_hemp_asa_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon002-1.jpg,真麻崩し,麻｜あさ,plant,mama koshi,hemp_asa,plant_hemp_asa_12.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon003-1.jpg,陰陽麻の葉,麻｜あさ,plant,Yin Yang hemp leaf,hemp_asa,plant_hemp_asa_13.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon004-1.jpg,丸に麻の葉桐,麻｜あさ,plant,Paulownia with hemp leaves in a circle,hemp_asa,plant_hemp_asa_14.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon005-1.jpg,向こう真麻の葉,麻｜あさ,plant,The other side of the masa leaf,hemp_asa,plant_hemp_asa_15.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon007.jpg,細麻の葉,麻｜あさ,plant,hemp leaves,hemp_asa,plant_hemp_asa_16.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon008.jpg,丸に真麻の葉,麻｜あさ,plant,Hemp leaves in a circle,hemp_asa,plant_hemp_asa_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon009.jpg,麻の花,麻｜あさ,plant,hemp flower,hemp_asa,plant_hemp_asa_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon010.jpg,三つ麻の葉,麻｜あさ,plant,Three hemp leaves,hemp_asa,plant_hemp_asa_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon011.jpg,麻の葉桔梗,麻｜あさ,plant,Asanoha Kikyo,hemp_asa,plant_hemp_asa_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon012.jpg,糸輪に豆麻の葉,麻｜あさ,plant,Soybean leaves on thread ring,hemp_asa,plant_hemp_asa_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon006-1.jpg,雪輪に麻の葉,麻｜あさ,plant,Hemp leaves on a snow ring,hemp_asa,plant_hemp_asa_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/1-2.gif,中輪に一つ朝顔,朝顔｜あさがお,plant,One morning glory in the middle ring,morning_glory,plant_morning_glory_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/2-3.gif,五つ朝顔,朝顔｜あさがお,plant,five morning glories,morning_glory,plant_morning_glory_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon001-1.jpg,細輪に六つ朝顔,朝顔｜あさがお,plant,Six morning glories in a thin ring,morning_glory,plant_morning_glory_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/kamon002-2.jpg,朝顔枝丸,朝顔｜あさがお,plant,Asagao Edamaru,morning_glory,plant_morning_glory_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-1.gif,違い葦の葉,葦｜あし,plant,difference reed leaves,reed_ashi,plant_reed_ashi_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-1.gif,割り抱き葦,葦｜あし,plant,split reed,reed_ashi,plant_reed_ashi_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-1.gif,抱き葦,葦｜あし,plant,hugging reed,reed_ashi,plant_reed_ashi_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-1.gif,変わり抱き葦,葦｜あし,plant,changing reed,reed_ashi,plant_reed_ashi_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/1-3.gif,丸に菖蒲革,菖蒲｜あやめ,plant,Iris leather in the circle,ayame,plant_ayame_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/09/2-4.gif,糸輪に菖蒲革,菖蒲｜あやめ,plant,Iris leather on thread ring,ayame,plant_ayame_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-2.gif,いたどり,虎杖｜いたどり,plant,Itadori,kojo_itatori,plant_kojo_itatori_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-2.gif,三つ銀杏,銀杏｜いちょう,plant,three ginkgo,ginkgo,plant_ginkgo_51.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-3.gif,中輪に三つ銀杏,銀杏｜いちょう,plant,Three ginkgos in the middle ring,ginkgo,plant_ginkgo_52.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-2.gif,中輪に一つ銀杏,銀杏｜いちょう,plant,One ginkgo in the middle ring,ginkgo,plant_ginkgo_53.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-2.gif,丸に剣三つ銀杏,銀杏｜いちょう,plant,Three swords ginkgo in a circle,ginkgo,plant_ginkgo_54.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-1.gif,五つ銀杏,銀杏｜いちょう,plant,five ginkgo,ginkgo,plant_ginkgo_55.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-1.gif,三つ組み銀杏,銀杏｜いちょう,plant,triple ginkgo,ginkgo,plant_ginkgo_56.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/7-1.gif,三つ軸違い銀杏,銀杏｜いちょう,plant,Ginkgo with three different axes,ginkgo,plant_ginkgo_57.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/8-1.gif,抱き銀杏,銀杏｜いちょう,plant,Dakimakura ginkgo,ginkgo,plant_ginkgo_58.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/9-1.gif,向かい銀杏,銀杏｜いちょう,plant,Ginkgo opposite,ginkgo,plant_ginkgo_59.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/21-1.gif,三つ割り銀杏,銀杏｜いちょう,plant,Three-split ginkgo,ginkgo,plant_ginkgo_60.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/13-1.gif,丸に抱き銀杏,銀杏｜いちょう,plant,Ginkgo in a circle,ginkgo,plant_ginkgo_61.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/12-1.gif,丸に三つ銀杏,銀杏｜いちょう,plant,Three ginkgos in a circle,ginkgo,plant_ginkgo_62.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/15-1.gif,三つ追い銀杏,銀杏｜いちょう,plant,Three ginkgo,ginkgo,plant_ginkgo_63.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/22-1.gif,入れ違い割り銀杏,銀杏｜いちょう,plant,Misplaced ginkgo,ginkgo,plant_ginkgo_64.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/16-1.gif,頭合わせ三つ銀杏,銀杏｜いちょう,plant,Three ginkgo nuts together,ginkgo,plant_ginkgo_65.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/11-1.gif,菱に三つ銀杏,銀杏｜いちょう,plant,Three ginkgos on a diamond,ginkgo,plant_ginkgo_66.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/19-1.gif,二つ銀杏菱,銀杏｜いちょう,plant,Two ginkgo rhombuses,ginkgo,plant_ginkgo_67.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/10-1.gif,二つ違い銀杏,銀杏｜いちょう,plant,Two different ginkgo,ginkgo,plant_ginkgo_68.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/25-1.gif,銀杏鶴,銀杏｜いちょう,plant,ginkgo crane,ginkgo,plant_ginkgo_69.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/17-1.gif,三つ銀杏菱,銀杏｜いちょう,plant,three ginkgo rhombuses,ginkgo,plant_ginkgo_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/18-1.gif,変わり対い銀杏菱,銀杏｜いちょう,plant,Ginkgo diamond,ginkgo,plant_ginkgo_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon004.jpg,銀杏鶴2,銀杏｜いちょう,plant,Ginkgo crane 2,ginkgo,plant_ginkgo_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/20-1.gif,対い銀杏菱,銀杏｜いちょう,plant,Opposite ginkgo diamond,ginkgo,plant_ginkgo_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon039.jpg,違い銀杏,銀杏｜いちょう,plant,difference ginkgo,ginkgo,plant_ginkgo_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon008.jpg,三つ割り追い銀杏に花菱,銀杏｜いちょう,plant,Hanabishi on three-split ginkgo,ginkgo,plant_ginkgo_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/23-1.gif,六角三つ銀杏,銀杏｜いちょう,plant,hexagonal three ginkgo,ginkgo,plant_ginkgo_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/24-1.gif,銀杏揚羽蝶,銀杏｜いちょう,plant,Ginkgo butterfly,ginkgo,plant_ginkgo_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/26-1.gif,四つ銀杏,銀杏｜いちょう,plant,Four ginkgo nuts,ginkgo,plant_ginkgo_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon018.jpg,糸輪に豆三つ銀杏,銀杏｜いちょう,plant,Three ginkgo nuts on a thread ring,ginkgo,plant_ginkgo_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/27-1.gif,一つ銀杏巴,銀杏｜いちょう,plant,One ginkgo tomoe,ginkgo,plant_ginkgo_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon040.jpg,一つ巴銀杏,銀杏｜いちょう,plant,One tomoe ginkgo,ginkgo,plant_ginkgo_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon032.jpg,変わり組み合わせ三つ銀杏,銀杏｜いちょう,plant,Unusual combination of three ginkgos,ginkgo,plant_ginkgo_12.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon041.jpg,陰の三つ銀杏,銀杏｜いちょう,plant,Three ginkgo trees in the shade,ginkgo,plant_ginkgo_13.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon001.jpg,丸に変わり一つ銀杏,銀杏｜いちょう,plant,One ginkgo instead of a circle,ginkgo,plant_ginkgo_14.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon043.jpg,丸に重ね銀杏,銀杏｜いちょう,plant,Ginkgo nuts stacked in a circle,ginkgo,plant_ginkgo_15.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon042.jpg,丸に銀杏鶴,銀杏｜いちょう,plant,Ginkgo crane in a circle,ginkgo,plant_ginkgo_16.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon002.jpg,銀杏枝丸,銀杏｜いちょう,plant,Ginkgo Emaru,ginkgo,plant_ginkgo_17.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon003.jpg,銀杏守,銀杏｜いちょう,plant,Ginkgo Guardian,ginkgo,plant_ginkgo_18.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/14-1.gif,石持ち地抜き三つ銀杏,銀杏｜いちょう,plant,Three ginkgos without stone,ginkgo,plant_ginkgo_19.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon013.jpg,三つ追い銀杏に片喰,銀杏｜いちょう,plant,Three ginkgo and one bite,ginkgo,plant_ginkgo_20.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon006.jpg,五つ追い銀杏に花菱,銀杏｜いちょう,plant,Hanabishi on five chasing ginkgo,ginkgo,plant_ginkgo_21.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon007.jpg,三つ割り重ね銀杏,銀杏｜いちょう,plant,Ginkgo biscuit,ginkgo,plant_ginkgo_22.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon015.jpg,四つ追い銀杏,銀杏｜いちょう,plant,Four chasing ginkgo,ginkgo,plant_ginkgo_23.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon009.jpg,三つ寄せ銀杏,銀杏｜いちょう,plant,Three-piece ginkgo,ginkgo,plant_ginkgo_24.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon010.jpg,三つ銀杏に片喰,銀杏｜いちょう,plant,One ginkgo tree and one ginkgo tree,ginkgo,plant_ginkgo_25.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon011.jpg,三つ銀杏崩し,銀杏｜いちょう,plant,Three ginkgo crumbles,ginkgo,plant_ginkgo_26.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon019.jpg,軸違い三つ寄せ蔓銀杏,銀杏｜いちょう,plant,Ginkgo vine with three different axes,ginkgo,plant_ginkgo_27.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon012.jpg,三つ追い銀杏に蔦,銀杏｜いちょう,plant,Three chasing ginkgo and ivy,ginkgo,plant_ginkgo_28.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon014.jpg,三つ立ち軸違い銀杏,銀杏｜いちょう,plant,Three ginkgo trees with different axes,ginkgo,plant_ginkgo_29.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon005.jpg,五つ軸違い銀杏,銀杏｜いちょう,plant,Ginkgo with five different axes,ginkgo,plant_ginkgo_30.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon016.jpg,子持ち三つ銀杏,銀杏｜いちょう,plant,Three ginkgos with children,ginkgo,plant_ginkgo_31.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon017.jpg,糸輪に陰陽二つ銀杏,銀杏｜いちょう,plant,Two ginkgo trees with yin and yang in the thread ring,ginkgo,plant_ginkgo_32.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon021.jpg,中陰三つ銀杏,銀杏｜いちょう,plant,Middle shade three ginkgo,ginkgo,plant_ginkgo_33.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon020.jpg,雪輪に三つ銀杏,銀杏｜いちょう,plant,Three ginkgo trees in a snow ring,ginkgo,plant_ginkgo_34.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon022.jpg,中陰三つ組み銀杏,銀杏｜いちょう,plant,Medium pubic triad ginkgo,ginkgo,plant_ginkgo_35.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon033.jpg,抱き割り銀杏,銀杏｜いちょう,plant,Hug split ginkgo,ginkgo,plant_ginkgo_36.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon035.jpg,立ち銀杏の丸,銀杏｜いちょう,plant,standing ginkgo circle,ginkgo,plant_ginkgo_37.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon023.jpg,中村銀杏,銀杏｜いちょう,plant,Nakamura Ginkgo,ginkgo,plant_ginkgo_38.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon024.jpg,糸輪に蔓三つ銀杏,銀杏｜いちょう,plant,Three ginkgo trees on a thread ring,ginkgo,plant_ginkgo_39.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon025.jpg,二つ剣銀杏,銀杏｜いちょう,plant,two sword ginkgo,ginkgo,plant_ginkgo_40.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon026.jpg,二葉枝銀杏,銀杏｜いちょう,plant,Two-lobed ginkgo tree,ginkgo,plant_ginkgo_41.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon027.jpg,飛鳥井銀杏,銀杏｜いちょう,plant,Asukai Ginkgo,ginkgo,plant_ginkgo_42.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon028.jpg,浮線銀杏,銀杏｜いちょう,plant,floating line ginkgo,ginkgo,plant_ginkgo_43.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon029.jpg,浮線銀杏に花菱,銀杏｜いちょう,plant,Hanabishi on floating line ginkgo,ginkgo,plant_ginkgo_44.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon030.jpg,変わり銀杏蝶,銀杏｜いちょう,plant,changing ginkgo butterfly,ginkgo,plant_ginkgo_45.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon031.jpg,変わり三つ銀杏,銀杏｜いちょう,plant,Three unusual ginkgo trees,ginkgo,plant_ginkgo_46.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon037.jpg,六つ銀杏車,銀杏｜いちょう,plant,six ginkgo cars,ginkgo,plant_ginkgo_47.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon036.jpg,輪違い銀杏,銀杏｜いちょう,plant,Ginkgo with different rings,ginkgo,plant_ginkgo_48.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon034.jpg,蔓銀杏菱,銀杏｜いちょう,plant,Vine ginkgo rhombus,ginkgo,plant_ginkgo_49.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon038.jpg,六角三つ割り銀杏,銀杏｜いちょう,plant,Hexagonal three-split ginkgo,ginkgo,plant_ginkgo_50.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-4.gif,左廻り一つ稲の丸,稲｜いね,plant,One rice circle around the left,rice_ine,plant_rice_ine_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-3.gif,右廻り一つ稲の丸,稲｜いね,plant,One rice circle clockwise,rice_ine,plant_rice_ine_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-3.gif,包み抱き稲,稲｜いね,plant,wrapped rice,rice_ine,plant_rice_ine_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-3.gif,抱き稲,稲｜いね,plant,holding rice,rice_ine,plant_rice_ine_12.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/5-2.gif,稲荷抱き稲,稲｜いね,plant,Inari holding rice,rice_ine,plant_rice_ine_13.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-2.gif,違い稲,稲｜いね,plant,Different rice,rice_ine,plant_rice_ine_0.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/7-2.gif,二つ穂変わり抱き稲,稲｜いね,plant,Two ears of rice,rice_ine,plant_rice_ine_1.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/9-2.gif,包み抱き稲（変わり）,稲｜いね,plant,Wrapped rice (change),rice_ine,plant_rice_ine_2.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/8-2.gif,丸に稲荷抱き稲,稲｜いね,plant,Inari holding rice in a circle,rice_ine,plant_rice_ine_3.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/10-2.gif,二つ追い稲の丸,稲｜いね,plant,Two Oiinomaru,rice_ine,plant_rice_ine_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/11-2.gif,稲鶴,稲｜いね,plant,Inazuru,rice_ine,plant_rice_ine_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/12-2.gif,抱き稲に向かい雀,稲｜いね,plant,Sparrow heading towards the holding rice,rice_ine,plant_rice_ine_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/13-2.gif,糸輪に束稲,稲｜いね,plant,Bunch of rice in a thread ring,rice_ine,plant_rice_ine_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/14-2.gif,向かい稲菱,稲｜いね,plant,Opposite Inabishi,rice_ine,plant_rice_ine_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/1-5.gif,梅の花,梅｜うめ,plant,plum blossoms,plum,plant_plum_4.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/2-4.gif,丸に梅の花,梅｜うめ,plant,Plum blossom in a circle,plum,plant_plum_5.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/3-4.gif,梅鉢,梅｜うめ,plant,Plum bowl,plum,plant_plum_6.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/4-4.gif,丸に梅鉢,梅｜うめ,plant,Plum bowl in a circle,plum,plant_plum_7.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/kagaume110.gif,加賀梅鉢,梅｜うめ,plant,Kaga plum bowl,plum,plant_plum_8.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/6-3.gif,裏梅鉢,梅｜うめ,plant,Back plum bowl,plum,plant_plum_9.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/7-3.gif,星梅鉢,梅｜うめ,plant,star plum bowl,plum,plant_plum_10.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/8-3.gif,丸に星梅鉢,梅｜うめ,plant,Round star plum bowl,plum,plant_plum_11.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/9-3.gif,八重梅,梅｜うめ,plant,Yae plum,plum,plant_plum_12.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/10-3.gif,台梅鉢,梅｜うめ,plant,Taiwanese plum pot,plum,plant_plum_13.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/11-3.gif,剣梅鉢,梅｜うめ,plant,sword plum bowl,plum,plant_plum_14.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/12-3.gif,丸に剣梅鉢,梅｜うめ,plant,Round sword plum bowl,plum,plant_plum_15.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/13-3.gif,向こう梅,梅｜うめ,plant,Ume on the other side,plum,plant_plum_16.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/14-3.gif,捻じ梅,梅｜うめ,plant,twisted plum,plum,plant_plum_17.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/15-2.gif,三つ盛り梅,梅｜うめ,plant,Three plums,plum,plant_plum_18.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/16-2.gif,一重亀甲に梅鉢,梅｜うめ,plant,Plum bowl on single tortoise shell,plum,plant_plum_19.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/17-2.gif,隅切り角に梅鉢,梅｜うめ,plant,Plum bowl in the corner,plum,plant_plum_20.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/18-2.gif,三つ割り梅鉢,梅｜うめ,plant,Three-split plum bowl,plum,plant_plum_21.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/19-2.gif,丸に八重梅,梅｜うめ,plant,Yae plum in a circle,plum,plant_plum_22.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/20-2.gif,隅切り角に梅の花,梅｜うめ,plant,Plum blossom in the cut corner,plum,plant_plum_23.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/21-2.gif,井桁に梅鉢,梅｜うめ,plant,Plum bowl on the well,plum,plant_plum_24.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/22-2.gif,五瓜に梅鉢,梅｜うめ,plant,Plum bowl on gourd,plum,plant_plum_25.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/23-2.gif,亀甲に梅,梅｜うめ,plant,Plum on tortoise shell,plum,plant_plum_26.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/24-2.gif,亀甲に梅鉢,梅｜うめ,plant,Plum bowl on tortoiseshell,plum,plant_plum_27.jpg
https://kamondb.com/wp/wp-content/uploads/2019/10/25-2.gif,隅入り角に梅鉢,梅｜うめ,plant,Plum bowl in the corner,plum,plant_plum_28.jpg
