image_link,description,subcategory_title,category_title,English_Description,English_Subcategory_Title,English_Subcategory
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon015.jpg,四つ追い銀杏,銀杏｜いちょう,plant,Four chasing ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon009.jpg,三つ寄せ銀杏,銀杏｜いちょう,plant,Three-piece ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon010.jpg,三つ銀杏に片喰,銀杏｜いちょう,plant,One ginkgo tree and one ginkgo tree,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon011.jpg,三つ銀杏崩し,銀杏｜いちょう,plant,Three ginkgo crumbles,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon019.jpg,軸違い三つ寄せ蔓銀杏,銀杏｜いちょう,plant,Ginkgo vine with three different axes,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon012.jpg,三つ追い銀杏に蔦,銀杏｜いちょう,plant,Three chasing ginkgo and ivy,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon014.jpg,三つ立ち軸違い銀杏,銀杏｜いちょう,plant,Three ginkgo trees with different axes,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon005.jpg,五つ軸違い銀杏,銀杏｜いちょう,plant,Ginkgo with five different axes,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon016.jpg,子持ち三つ銀杏,銀杏｜いちょう,plant,Three ginkgos with children,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon017.jpg,糸輪に陰陽二つ銀杏,銀杏｜いちょう,plant,Two ginkgo trees with yin and yang in the thread ring,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon021.jpg,中陰三つ銀杏,銀杏｜いちょう,plant,Middle shade three ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon020.jpg,雪輪に三つ銀杏,銀杏｜いちょう,plant,Three ginkgo trees in a snow ring,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon022.jpg,中陰三つ組み銀杏,銀杏｜いちょう,plant,Medium pubic triad ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon033.jpg,抱き割り銀杏,銀杏｜いちょう,plant,Hug split ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon035.jpg,立ち銀杏の丸,銀杏｜いちょう,plant,standing ginkgo circle,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon023.jpg,中村銀杏,銀杏｜いちょう,plant,Nakamura Ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon024.jpg,糸輪に蔓三つ銀杏,銀杏｜いちょう,plant,Three ginkgo trees on a thread ring,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon025.jpg,二つ剣銀杏,銀杏｜いちょう,plant,two sword ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon026.jpg,二葉枝銀杏,銀杏｜いちょう,plant,Two-lobed ginkgo tree,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon027.jpg,飛鳥井銀杏,銀杏｜いちょう,plant,Asukai Ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon028.jpg,浮線銀杏,銀杏｜いちょう,plant,floating line ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon029.jpg,浮線銀杏に花菱,銀杏｜いちょう,plant,Hanabishi on floating line ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon030.jpg,変わり銀杏蝶,銀杏｜いちょう,plant,changing ginkgo butterfly,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon031.jpg,変わり三つ銀杏,銀杏｜いちょう,plant,Three unusual ginkgo trees,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon037.jpg,六つ銀杏車,銀杏｜いちょう,plant,six ginkgo cars,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon036.jpg,輪違い銀杏,銀杏｜いちょう,plant,Ginkgo with different rings,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon034.jpg,蔓銀杏菱,銀杏｜いちょう,plant,Vine ginkgo rhombus,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/kamon038.jpg,六角三つ割り銀杏,銀杏｜いちょう,plant,Hexagonal three-split ginkgo,Ginkgo | Ginkgo,Ginkgo | Ginkgo
https://kamondb.com/wp/wp-content/uploads/2019/10/1-4.gif,左廻り一つ稲の丸,稲｜いね,plant,One rice circle around the left,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/2-3.gif,右廻り一つ稲の丸,稲｜いね,plant,One rice circle clockwise,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/3-3.gif,包み抱き稲,稲｜いね,plant,wrapped rice,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/4-3.gif,抱き稲,稲｜いね,plant,holding rice,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/5-2.gif,稲荷抱き稲,稲｜いね,plant,Inari holding rice,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/6-2.gif,違い稲,稲｜いね,plant,Different rice,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/7-2.gif,二つ穂変わり抱き稲,稲｜いね,plant,Two ears of rice,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/9-2.gif,包み抱き稲（変わり）,稲｜いね,plant,Wrapped rice (change),Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/8-2.gif,丸に稲荷抱き稲,稲｜いね,plant,Inari holding rice in a circle,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/10-2.gif,二つ追い稲の丸,稲｜いね,plant,Two Oiinomaru,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/11-2.gif,稲鶴,稲｜いね,plant,Inazuru,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/12-2.gif,抱き稲に向かい雀,稲｜いね,plant,Sparrow heading towards the holding rice,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/13-2.gif,糸輪に束稲,稲｜いね,plant,Bunch of rice in a thread ring,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/14-2.gif,向かい稲菱,稲｜いね,plant,Opposite Inabishi,Rice | Ine,Rice | Ine
https://kamondb.com/wp/wp-content/uploads/2019/10/1-5.gif,梅の花,梅｜うめ,plant,plum blossoms,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/2-4.gif,丸に梅の花,梅｜うめ,plant,Plum blossom in a circle,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/3-4.gif,梅鉢,梅｜うめ,plant,Plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/4-4.gif,丸に梅鉢,梅｜うめ,plant,Plum bowl in a circle,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/kagaume110.gif,加賀梅鉢,梅｜うめ,plant,Kaga plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/6-3.gif,裏梅鉢,梅｜うめ,plant,Back plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/7-3.gif,星梅鉢,梅｜うめ,plant,star plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/8-3.gif,丸に星梅鉢,梅｜うめ,plant,Round star plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/9-3.gif,八重梅,梅｜うめ,plant,Yae plum,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/10-3.gif,台梅鉢,梅｜うめ,plant,Taiwanese plum pot,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/11-3.gif,剣梅鉢,梅｜うめ,plant,sword plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/12-3.gif,丸に剣梅鉢,梅｜うめ,plant,Round sword plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/13-3.gif,向こう梅,梅｜うめ,plant,Ume on the other side,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/14-3.gif,捻じ梅,梅｜うめ,plant,twisted plum,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/15-2.gif,三つ盛り梅,梅｜うめ,plant,Three plums,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/16-2.gif,一重亀甲に梅鉢,梅｜うめ,plant,Plum bowl on single tortoise shell,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/17-2.gif,隅切り角に梅鉢,梅｜うめ,plant,Plum bowl in the corner,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/18-2.gif,三つ割り梅鉢,梅｜うめ,plant,Three-split plum bowl,Plum | Plum,Plum | Plum
https://kamondb.com/wp/wp-content/uploads/2019/10/19-2.gif,丸に八重梅,梅｜うめ,plant,Yae plum in a circle,Plum | Plum,Plum | Plum
